timestamp,market,outcome,entry_price,size_usdc,tokens,market_end_ts,payout_price,pnl_usdc,settled_at,result
2026-03-18T04:27:54.878171+00:00,"March 18, 12:30AM-12:35AM ET",Up,0.5083311951689604,5.95685,11.718442733029688,1773808500,,,,OPEN
2026-03-18T04:27:55.392601+00:00,"March 18, 12:30AM-12:35AM ET",Up,0.5068816600146263,5.95685,11.751954094823853,1773808500,,,,OPEN
2026-03-18T04:27:55.893873+00:00,"March 18, 12:30AM-12:35AM ET",Down,0.49557493645217265,5.82315,11.75029157383948,1773808500,,,,OPEN
2026-03-18T04:27:56.408108+00:00,"March 18, 12:30AM-12:35AM ET",Down,0.50414502224957,5.82315,11.550545464113162,1773808500,,,,OPEN
2026-03-18T04:27:57.027265+00:00,"March 18, 12:25AM-12:30AM ET",Up,0.6607274983710103,7.96235,12.050883336369024,1773808200,0.0,-39.8858,2026-03-18T04:31:15.857720+00:00,LOSS
2026-03-18T04:27:57.542319+00:00,"March 18, 12:25AM-12:30AM ET",Up,0.6593373714844547,7.96235,12.076291052747841,1773808200,0.0,-39.8858,2026-03-18T04:31:15.857720+00:00,LOSS
2026-03-18T04:27:58.045535+00:00,"March 18, 12:25AM-12:30AM ET",Down,0.3528962941657685,3.81765,10.818050693971605,1773808200,1.0,37.806363030074166,2026-03-18T04:31:15.858651+00:00,WIN
2026-03-18T04:27:58.558969+00:00,"March 18, 12:25AM-12:30AM ET",Down,0.34615580276833335,3.81765,11.028704327556753,1773808200,1.0,37.806363030074166,2026-03-18T04:31:15.858651+00:00,WIN
2026-03-18T04:27:59.177352+00:00,"March 18, 12:30AM-12:35AM ET",Up,0.5141862319535481,6.0237,11.71501612774452,1773808500,,,,OPEN
2026-03-18T04:27:59.678431+00:00,"March 18, 12:30AM-12:35AM ET",Up,0.5142045420850064,6.0237,11.714598971792404,1773808500,,,,OPEN
2026-03-18T04:28:00.194086+00:00,"March 18, 12:30AM-12:35AM ET",Down,0.4967412572243723,5.7563,11.588125440122132,1773808500,,,,OPEN
2026-03-18T04:28:00.695912+00:00,"March 18, 12:30AM-12:35AM ET",Down,0.4918978527067646,5.7563,11.70222632264977,1773808500,,,,OPEN
2026-03-18T04:31:02.285721+00:00,"March 18, 12:30AM-12:35AM ET",Up,0.5086649049977029,5.95685,11.710754843656652,1773808500,,,,OPEN
2026-03-18T04:31:02.799338+00:00,"March 18, 12:30AM-12:35AM ET",Up,0.5108198002701767,5.95685,11.661352979757979,1773808500,,,,OPEN
2026-03-18T04:31:03.300411+00:00,"March 18, 12:30AM-12:35AM ET",Down,0.49926474821814876,5.82315,11.663451146475962,1773808500,,,,OPEN
2026-03-18T04:31:03.801341+00:00,"March 18, 12:30AM-12:35AM ET",Down,0.5025922835622236,5.82315,11.586230410716329,1773808500,,,,OPEN
